[['E', 'V', 'A', 'N', 'S'], ['S', '.', 'O', 'N', 'C'], ['C', 'A', 'N', 'E', 'E'], ['H', 'E', 'I', '.', 'M'], ['E', 'R', 'E', 'D', 'E']]
[['A', 'B', 'O', 'L', 'I', 'T', 'O'], ['D', 'O', 'R', 'A', 'T', 'E', '.'], ['A', 'U', 'R', 'I', 'C', 'A', '.'], ['R', 'Q', '.', 'C', '.', 'T', 'R'], ['.', 'U', 'R', 'A', 'N', 'I', 'O'], ['.', 'E', 'A', 'L', 'I', 'N', 'G'], ['A', 'T', 'T', 'I', 'N', 'I', 'O']]
[['L', 'U', 'L', 'L', 'A', 'B', 'Y'], ['O', 'M', 'I', 'C', 'R', 'O', 'N'], ['D', '.', 'C', '.', 'P', 'A', '.'], ['I', 'T', 'A', 'L', 'I', 'C', 'O'], ['.', 'I', 'O', '.', 'O', '.', 'L'], ['T', 'E', 'N', 'E', 'N', 'Z', 'A'], ['O', 'N', 'I', 'R', 'I', 'C', 'O']]
[['K', '.', 'T', 'E', 'T', 'T', 'O'], ['R', '.', 'H', 'R', '.', 'R', 'T'], ['A', 'P', 'R', 'I', 'C', 'O', 'T'], ['P', 'I', 'E', 'G', 'A', 'T', 'A'], ['F', 'R', 'E', 'E', 'M', 'A', 'N'], ['E', 'L', '.', 'R', 'E', '.', 'T'], ['N', 'A', 'V', 'E', 'L', '.', 'A']]
[['.', 'F', 'A', 'L', 'E', 'N', 'A'], ['F', 'R', 'E', 'E', 'M', 'A', 'N'], ['R', '.', '.', 'G', 'I', 'T', 'A'], ['A', 'T', 'T', 'I', 'N', 'O', 'N'], ['P', 'E', 'R', 'O', '.', '.', 'A'], ['P', 'E', 'A', 'N', 'U', 'T', 'S'], ['E', 'S', 'P', 'E', 'R', 'O', '.']]
[['C', 'H', 'I', 'A', 'P', 'A', 'S'], ['O', '.', 'T', 'R', 'I', 'N', 'A'], ['L', '.', 'A', 'R', 'C', 'A', '.'], ['F', 'I', 'L', 'I', 'A', 'L', 'I'], ['.', 'L', 'I', 'E', 'D', '.', 'T'], ['B', 'E', 'A', 'T', 'O', '.', 'I'], ['L', 'I', 'N', 'A', 'R', 'E', 'S']]
[['P', 'S', 'I', 'C', 'O', 'S', 'I'], ['A', 'K', '.', 'R', '.', 'P', '.'], ['R', 'E', 'Z', 'I', 'A', 'R', 'I'], ['K', 'L', 'I', 'N', 'G', 'E', 'R'], ['A', 'T', 'T', 'A', 'C', 'C', 'O'], ['.', 'E', '.', 'L', '.', 'H', 'S'], ['A', 'R', 'S', 'E', 'N', 'I', 'O']]
[['S', 'W', 'E', 'A', 'T', 'E', 'R'], ['C', 'E', 'R', 'C', 'A', 'S', 'I'], ['.', '.', 'B', 'E', 'L', '.', 'F'], ['S', 'T', 'A', 'R', 'L', 'E', 'T'], ['A', '.', 'C', 'A', 'I', '.', '.'], ['I', 'N', 'C', 'I', 'N', 'T', 'A'], ['O', 'C', 'E', 'A', 'N', 'I', 'A']]
[['O', 'O', 'R', 'T', '.', 'D', '.'], ['X', 'S', '.', 'R', 'A', 'I', 'S'], ['I', 'M', 'M', 'E', 'S', 'S', 'A'], ['L', 'A', 'I', 'N', 'A', 'T', 'E'], ['I', 'N', 'C', 'I', 'P', 'I', 'T'], ['A', 'L', 'A', 'N', '.', 'C', 'T'], ['.', 'I', '.', 'O', 'B', 'O', 'E']]
[['A', 'Q', 'A', 'B', 'A', '.', '.'], ['N', 'U', 'S', '.', 'G', 'I', 'P'], ['D', 'E', 'S', 'E', 'R', 'T', 'O'], ['A', 'B', 'O', 'L', 'I', 'T', 'I'], ['T', 'E', 'R', 'A', 'P', 'I', 'A'], ['O', 'C', 'T', '.', 'P', 'C', 'N'], ['.', '.', 'A', 'C', 'A', 'I', 'A']]
[['P', 'A', 'R', 'L', 'A', 'T', 'A'], ['A', '.', '.', 'I', 'F', '.', 'P'], ['S', 'P', 'E', 'C', 'I', 'A', 'L'], ['S', 'T', 'R', 'I', 'D', 'I', 'O'], ['E', 'S', 'A', 'N', 'I', 'M', 'I'], ['R', '.', 'S', 'I', '.', '.', 'D'], ['I', 'D', 'I', 'O', 'Z', 'I', 'E']]
[['S', 'A', 'N', '.', 'H', 'U', 'E'], ['P', 'H', 'A', 'E', 'T', 'O', 'N'], ['E', '.', 'J', 'S', '.', 'S', 'E'], ['T', 'E', 'A', 'C', 'H', 'E', 'R'], ['T', 'L', '.', 'H', 'D', '.', 'G'], ['R', 'A', 'M', 'E', 'T', 'T', 'I'], ['O', 'M', 'O', '.', 'V', 'I', 'A']]
[['B', 'I', 'N', 'A', 'R', 'I', 'A'], ['G', '.', 'B', 'L', 'I', 'N', 'D'], ['E', 'S', 'C', 'O', 'B', 'A', 'R'], ['.', 'C', '.', 'G', '.', 'N', '.'], ['S', 'E', 'T', 'E', 'R', 'I', 'A'], ['A', 'M', 'E', 'N', 'I', '.', 'R'], ['S', 'I', 'M', 'E', 'O', 'N', 'I']]
[['S', 'P', 'E', 'A', 'R', 'S', '.'], ['F', 'A', 'T', 'A', '.', 'P', 'Z'], ['A', 'T', 'N', '.', 'P', 'I', 'I'], ['T', 'R', 'E', 'P', 'A', 'N', 'G'], ['T', 'I', 'E', '.', 'P', 'A', 'Z'], ['I', 'C', '.', 'M', 'I', 'C', 'A'], ['.', 'K', 'O', 'E', 'N', 'I', 'G']]
[['A', 'D', 'I', 'B', 'I', 'T', 'I'], ['P', 'U', '.', 'W', 'A', 'L', 'D'], ['O', 'S', 'I', '.', 'F', '.', 'R'], ['D', 'E', 'C', 'R', 'E', 'T', 'O'], ['O', '.', 'T', '.', 'T', 'U', 'V'], ['S', 'O', 'U', 'L', '.', 'R', 'I'], ['I', 'N', 'S', 'A', 'N', 'I', 'A']]
[['A', 'J', 'A', 'C', 'C', 'I', 'O'], ['L', 'E', 'G', 'H', 'E', '.', 'B'], ['G', 'N', '.', 'I', 'R', '.', 'I'], ['E', 'A', 'R', 'N', 'E', 'S', 'T'], ['R', '.', 'I', 'A', '.', 'L', 'O'], ['I', '.', 'F', 'R', 'I', 'A', 'R'], ['A', 'T', 'T', 'E', 'N', 'T', 'I']]
[['P', 'O', 'N', 'T', 'I', 'A', 'C'], ['.', 'M', 'A', 'R', 'E', 'T', 'T'], ['N', 'O', 'R', 'I', '.', 'E', 'Z'], ['.', 'N', 'O', 'E', 'M', 'I', '.'], ['O', 'I', '.', 'N', 'E', 'S', 'S'], ['E', 'M', 'I', 'N', 'E', 'M', '.'], ['M', 'O', 'N', 'I', 'T', 'O', 'R']]
[['A', 'C', 'C', 'E', 'N', 'N', 'I'], ['A', 'C', 'E', 'R', 'A', 'I', 'A'], ['S', '.', '.', 'O', 'M', 'A', 'R'], ['.', 'C', 'A', 'S', 'E', 'S', '.'], ['R', 'A', 'M', 'I', '.', '.', 'N'], ['U', 'N', 'I', 'V', 'O', 'C', 'O'], ['S', 'E', 'D', 'O', 'T', 'T', 'A']]
[['S', 'T', 'A', 'I', 'A', '.', 'S'], ['T', 'A', 'R', 'E', '.', 'O', 'C'], ['U', 'B', 'I', '.', 'U', 'M', 'A'], ['F', 'R', 'E', 'S', 'N', 'E', 'L'], ['A', 'I', 'L', '.', 'I', 'S', 'A'], ['T', 'Z', '.', 'L', 'O', 'S', 'T'], ['I', '.', 'E', 'T', 'N', 'E', 'I']]
[['I', 'E', 'S', '.', 'I', 'R', 'L'], ['S', 'H', 'U', 'T', 'T', 'L', 'E'], ['F', '.', 'P', 'R', 'E', 'S', 'A'], ['A', '.', 'E', 'I', 'R', '.', 'N'], ['H', 'E', 'R', 'T', 'A', '.', 'D'], ['A', 'R', 'B', 'I', 'T', 'E', 'R'], ['N', 'B', 'A', '.', 'A', 'R', 'O']]
[['N', 'A', 'S', 'S', 'E', '.', 'E'], ['N', 'O', 'C', 'E', 'L', 'L', 'A'], ['.', 'M', 'E', 'D', 'E', 'A', '.'], ['C', 'O', 'N', 'I', 'A', 'T', 'A'], ['.', 'R', 'I', 'O', 'N', 'I', '.'], ['C', 'I', 'C', 'L', 'O', 'N', 'I'], ['Y', '.', 'I', 'O', 'R', 'I', 'O']]
[['S', 'T', 'I', 'V', 'A', 'L', 'E'], ['A', 'S', 'C', 'E', 'S', 'S', 'I'], ['C', 'H', '.', 'T', 'C', '.', 'N'], ['R', '.', 'S', 'R', 'I', '.', 'A'], ['A', '.', 'H', 'I', '.', 'B', 'U'], ['L', 'E', 'O', 'N', 'A', 'R', 'D'], ['I', 'N', 'T', 'I', 'E', 'R', 'I']]
[['I', 'U', 'L', 'I', 'O', '.', 'V'], ['S', 'P', 'I', 'N', 'A', 'T', 'O'], ['M', 'U', '.', 'O', 'K', 'A', 'Y'], ['A', '.', 'P', 'D', 'S', '.', 'A'], ['E', 'G', 'E', 'O', '.', 'E', 'G'], ['L', 'O', 'C', 'R', 'E', 'S', 'E'], ['E', '.', 'S', 'E', 'R', 'I', 'R']]
[['S', 'W', 'A', 'T', 'O', 'W', '.'], ['T', 'Y', '.', 'E', '.', 'I', 'G'], ['R', 'O', 'G', 'N', 'O', 'N', 'E'], ['I', 'M', 'M', 'O', 'N', 'D', 'O'], ['D', 'I', 'E', 'R', 'E', 'S', 'I'], ['O', 'N', '.', 'I', '.', 'O', 'D'], ['.', 'G', 'I', 'O', 'I', 'R', 'E']]
[['S', 'M', 'O', 'K', 'I', 'N', 'G'], ['F', 'I', '.', 'R', 'H', '.', 'I'], ['R', 'E', 'M', 'I', '.', 'A', 'R'], ['E', 'L', 'U', 'S', 'I', 'V', 'A'], ['G', 'I', '.', 'H', 'E', 'R', 'R'], ['I', '.', 'J', 'N', '.', 'I', 'S'], ['O', 'S', 'M', 'A', 'N', 'L', 'I']]
[['E', 'Q', '.', 'T', 'I', '.', 'M'], ['F', 'U', 'N', 'E', 'R', 'E', 'I'], ['.', 'I', 'O', 'N', 'O', 'N', 'E'], ['R', 'E', 'D', 'E', 'N', 'T', 'I'], ['A', 'T', 'O', 'N', 'I', 'A', '.'], ['D', 'I', 'S', 'T', 'E', 'S', 'E'], ['I', '.', 'O', 'E', '.', 'I', 'H']]
[['G', 'B', '.', 'E', 'G', 'R', 'A'], ['R', 'I', 'T', 'U', 'A', 'L', 'E'], ['A', 'N', '.', 'R', 'N', '.', 'R'], ['N', 'O', 'V', 'I', 'Z', 'I', 'O'], ['I', '.', 'I', 'A', '.', 'N', 'V'], ['C', 'I', 'C', 'L', 'A', 'D', 'I'], ['O', 'S', 'I', 'O', '.', 'Y', 'A']]
[['B', 'R', 'I', 'S', 'T', 'O', 'L'], ['R', 'I', 'D', '.', 'A', 'P', 'I'], ['E', '.', 'E', 'N', '.', 'E', 'M'], ['S', 'A', 'M', 'O', 'A', 'N', 'O'], ['C', 'C', '.', 'E', 'J', '.', 'G'], ['I', 'A', 'N', '.', 'A', 'M', 'E'], ['A', 'B', 'R', 'A', 'X', 'A', 'S']]
[['T', 'V', '.', 'B', 'L', 'O', 'B'], ['R', 'I', 'T', 'R', 'I', 'T', 'I'], ['O', 'D', 'O', '.', 'G', '.', 'E'], ['G', 'A', 'U', 'G', 'U', 'I', 'N'], ['O', '.', 'P', '.', 'R', 'A', 'N'], ['L', 'I', 'E', 'V', 'I', 'T', 'I'], ['O', 'P', 'T', 'O', '.', 'I', 'O']]
[['O', '.', 'S', '.', 'P', 'S', 'B'], ['C', 'H', 'I', 'M', 'O', 'N', 'O'], ['C', 'O', 'L', 'O', 'S', 'S', 'O'], ['O', '.', 'E', 'S', 'T', '.', 'S'], ['R', 'A', 'S', 'T', 'A', 'T', 'T'], ['S', 'C', 'I', 'O', 'L', 'T', 'E'], ['O', 'C', 'A', '.', 'I', '.', 'R']]
[['M', 'A', 'C', 'A', 'B', 'R', 'A'], ['.', 'R', 'O', 'U', 'R', 'K', 'E'], ['N', 'U', 'R', 'S', 'E', '.', 'R'], ['I', '.', 'I', 'T', 'N', '.', 'E'], ['V', '.', 'F', 'E', 'D', 'R', 'A'], ['E', 'T', 'E', 'R', 'E', 'E', '.'], ['E', 'F', 'I', 'A', 'L', 'T', 'E']]
[['C', 'O', 'L', 'O', 'N', 'I', 'A'], ['O', 'L', 'I', 'V', 'E', 'T', 'O'], ['L', 'I', 'T', 'O', 'T', 'E', '.'], ['F', 'V', '.', '.', '.', 'R', 'A'], ['.', 'A', 'I', 'R', 'B', 'A', 'G'], ['D', 'I', 'L', 'U', 'I', 'R', 'E'], ['B', 'O', 'O', 'S', 'T', 'E', 'R']]
[['G', 'B', '.', 'B', 'E', 'A', 'T', 'O', '.'], ['I', '.', 'A', 'A', 'A', '.', 'E', 'N', 'Z'], ['L', 'A', 'M', 'B', 'R', 'U', 'S', 'C', 'O'], ['.', 'S', 'A', 'A', '.', '.', 'T', 'I', 'O'], ['U', 'S', 'R', '.', '.', '.', 'A', 'A', 'M'], ['N', 'U', 'I', '.', '.', 'S', 'R', 'L', '.'], ['T', 'E', 'L', 'E', 'V', 'I', 'D', 'E', 'O'], ['O', 'R', 'L', '.', 'I', 'T', 'A', '.', 'U'], ['.', 'O', 'I', 'D', 'I', 'O', '.', 'R', 'I']]
[['.', 'L', 'U', 'M', 'I', 'N', 'A', 'L', '.'], ['T', 'E', 'X', 'A', 'N', 'O', '.', 'Y', 'I'], ['.', 'G', '.', '.', 'A', 'M', 'N', '.', 'J'], ['C', 'A', 'V', 'O', 'L', 'A', 'I', 'A', '.'], ['P', 'R', 'E', 'N', 'A', 'T', 'A', 'L', 'I'], ['.', 'E', 'G', 'O', 'T', 'I', 'S', 'M', 'O'], ['P', '.', 'A', 'R', 'O', '.', '.', 'E', '.'], ['O', 'H', '.', 'I', 'R', 'V', 'I', 'N', 'G'], ['.', 'G', 'I', 'O', 'I', 'O', 'S', 'O', '.']]
[['.', 'G', 'N', 'O', 'S', 'I', '.', '.', 'S'], ['A', 'R', 'A', '.', 'B', 'R', 'U', 'N', 'A'], ['G', 'A', 'S', 'O', 'S', 'A', '.', 'Y', 'A'], ['I', 'N', 'D', 'O', '.', 'N', 'S', '.', 'R'], ['T', 'E', 'A', '.', '.', '.', 'C', 'F', 'L'], ['A', '.', 'Q', 'A', '.', 'B', 'O', 'R', 'A'], ['R', 'G', '.', 'T', 'U', 'R', 'P', 'I', 'N'], ['S', 'C', 'O', 'T', 'T', '.', 'P', 'A', 'D'], ['I', '.', '.', 'I', 'Z', 'M', 'I', 'R', '.']]
[['.', 'O', 'P', 'V', '.', '.', 'T', 'T', 'T'], ['N', 'R', '.', 'S', 'F', 'A', 'R', 'Z', 'I'], ['A', 'C', 'S', '.', 'A', 'N', 'I', '.', '.'], ['N', 'I', 'I', '.', 'R', 'E', 'T', 'T', 'I'], ['D', 'A', 'N', 'Z', 'A', 'T', 'O', 'R', 'E'], ['O', 'I', 'D', 'I', 'O', '.', 'L', 'E', 'L'], ['.', '.', 'A', 'T', 'N', '.', 'O', 'S', 'L'], ['F', 'O', 'C', 'A', 'I', 'A', '.', 'C', 'A'], ['T', 'D', 'A', '.', '.', 'I', 'N', 'A', '.']]
[['A', 'A', 'R', 'E', '.', 'E', 'D', 'D', 'A'], ['N', 'D', '.', 'P', '.', 'S', '.', '.', '.'], ['I', 'E', 'T', 'T', 'A', 'T', 'O', 'R', 'I'], ['S', 'N', '.', '.', 'L', 'E', 'N', 'I', 'N'], ['T', 'I', 'P', 'O', 'G', 'R', 'A', 'F', 'I'], ['O', 'T', 'E', 'R', 'O', '.', '.', 'A', 'B'], ['N', 'E', 'O', 'E', 'L', 'E', 'T', 'T', 'I'], ['.', '.', '.', 'T', '.', 'S', '.', 'T', 'T'], ['N', 'O', 'T', 'O', '.', 'T', 'R', 'O', 'O']]
[['.', '.', 'B', 'I', 'S', '.', '.', 'A', 'V'], ['.', 'T', 'E', 'L', 'E', 'F', 'I', 'L', 'M'], ['A', 'I', '.', '.', 'D', 'I', 'S', 'C', '.'], ['S', 'T', 'A', 'N', 'I', 'S', 'L', 'A', 'O'], ['M', 'A', 'L', 'E', '.', 'S', 'A', 'L', 'T'], ['A', 'N', 'T', 'I', 'N', 'O', 'M', 'I', 'A'], ['.', 'I', 'E', 'L', 'O', '.', '.', 'N', 'N'], ['S', 'C', 'A', 'L', 'D', 'A', 'R', 'E', '.'], ['U', 'I', '.', '.', 'I', 'T', 'N', '.', '.']]
[['J', 'M', '.', 'C', '.', '.', 'E', 'P', 'E'], ['E', 'U', 'R', 'O', '.', 'S', 'I', 'A', 'L'], ['A', 'S', 'F', 'A', 'L', 'T', 'A', 'R', 'E'], ['N', 'T', '.', 'R', '.', 'I', '.', 'L', 'T'], ['S', 'E', 'T', 'T', '.', 'R', 'I', 'O', 'T'], ['E', 'L', '.', 'A', '.', 'A', '.', 'T', 'R'], ['R', 'I', 'S', 'T', 'O', 'R', 'A', 'T', 'O'], ['I', 'D', 'E', 'A', '.', 'S', 'K', 'I', 'N'], ['E', 'I', 'C', '.', '.', 'I', '.', 'I', 'I']]
[['C', '.', '.', 'D', 'S', 'E', '.', '.', '.'], ['A', 'D', 'D', 'E', 'T', 'T', 'A', '.', 'P'], ['P', 'R', 'E', 'S', 'I', '.', 'I', 'L', 'S'], ['P', 'A', 'P', 'I', 'R', 'A', 'C', 'E', 'O'], ['.', 'K', '.', 'G', 'A', 'L', '.', 'M', '.'], ['M', 'A', 'I', 'N', 'T', 'E', 'N', 'O', 'N'], ['E', 'R', 'N', '.', 'O', 'M', 'I', 'N', 'O'], ['T', '.', 'G', 'H', 'I', 'A', 'N', 'D', 'E'], ['.', '.', '.', 'E', 'O', 'N', '.', '.', 'L']]
[['R', 'A', 'D', 'O', '.', 'A', 'P', 'I', 'S'], ['I', 'R', 'I', 'T', 'I', '.', 'O', '.', 'E'], ['E', 'P', 'S', 'I', 'L', 'O', 'N', '.', 'R'], ['M', 'I', 'C', '.', 'S', 'A', 'D', '.', 'B'], ['P', 'A', 'O', '.', '.', '.', 'E', 'S', 'A'], ['I', '.', 'B', 'U', 'T', '.', 'R', 'E', 'T'], ['R', '.', 'O', 'N', 'E', 'R', 'O', 'S', 'O'], ['S', '.', 'L', '.', 'G', 'U', 'S', 'T', 'I'], ['I', 'G', 'O', 'R', '.', 'S', 'A', 'I', 'O']]
[['A', 'N', 'D', 'E', 'R', 'S', 'S', 'O', 'N'], ['S', '.', '.', 'S', '.', '.', 'A', 'L', 'U'], ['I', 'N', 'D', 'U', 'I', 'S', 'M', 'O', '.'], ['L', 'U', '.', 'B', 'L', 'O', 'O', 'M', '.'], ['O', 'R', 'G', 'E', '.', 'L', 'A', 'O', 'S'], ['.', 'A', 'E', 'R', 'E', 'A', '.', 'U', 'N'], ['.', 'G', 'N', 'O', 'S', 'T', 'I', 'C', 'I'], ['E', 'H', 'I', '.', '.', 'I', '.', '.', 'P'], ['G', 'E', 'O', 'R', 'G', 'I', 'C', 'H', 'E']]
[['.', 'C', 'O', 'L', 'L', 'O', 'Q', 'U', 'I'], ['A', 'C', 'R', 'I', '.', 'S', '.', 'Q', 'D'], ['.', 'N', 'O', 'M', 'A', 'T', 'I', '.', 'E'], ['K', '.', 'B', 'I', 'D', 'E', 'L', 'L', 'A'], ['A', '.', 'I', 'T', '.', 'N', 'L', '.', 'R'], ['R', 'I', 'C', 'A', 'T', 'T', 'I', '.', 'E'], ['P', '.', 'O', 'R', 'Z', 'A', 'R', 'E', '.'], ['O', 'D', '.', 'S', '.', 'T', 'I', 'M', 'E'], ['V', 'A', 'L', 'I', 'G', 'I', 'A', 'I', '.']]
[['W', 'N', '.', 'E', 'F', 'E', 'S', 'O', '.'], ['E', 'O', '.', 'A', 'R', 'R', 'A', '.', '.'], ['S', 'C', 'I', '.', 'O', 'B', 'A', 'N', '.'], ['T', 'E', 'P', 'I', 'D', 'A', 'R', 'I', 'O'], ['.', 'L', '.', 'N', 'A', 'R', '.', 'C', '.'], ['P', 'L', 'A', 'S', 'T', 'I', 'C', 'H', 'E'], ['.', 'A', 'G', 'I', 'O', '.', 'Y', 'O', 'U'], ['.', '.', 'E', 'T', 'R', 'A', '.', 'L', 'R'], ['.', 'T', 'R', 'A', 'I', 'T', '.', 'S', 'O']]
[['P', '.', 'A', 'S', 'I', 'N', 'E', '.', 'I'], ['A', 'V', 'I', 'T', 'I', '.', '.', 'O', 'V'], ['Z', 'E', 'R', 'I', '.', 'M', 'A', 'T', 'A'], ['.', 'S', '.', 'M', 'I', 'C', 'R', 'O', 'N'], ['.', 'P', 'I', 'O', 'N', 'E', 'E', 'R', '.'], ['B', 'A', 'L', 'L', 'O', 'N', '.', 'R', '.'], ['R', 'I', 'S', 'O', '.', 'R', 'E', 'E', 'F'], ['I', 'O', '.', '.', 'S', 'O', 'N', 'A', 'R'], ['L', '.', 'E', 'T', 'N', 'E', 'O', '.', 'Y']]
[['A', '.', 'D', 'A', 'R', 'N', 'E', 'L', 'L'], ['S', 'O', 'U', 'N', 'D', '.', 'L', 'U', 'E'], ['S', '.', '.', 'C', '.', 'H', 'W', '.', 'I'], ['E', '.', 'D', 'E', '.', 'O', 'O', 'R', 'T'], ['G', 'R', 'I', 'L', 'L', 'R', 'O', 'O', 'M'], ['N', 'I', 'E', 'L', '.', 'A', 'D', '.', 'O'], ['A', '.', 'S', 'A', '.', 'T', '.', '.', 'T'], ['R', 'O', 'I', '.', 'V', 'I', 'L', 'L', 'I'], ['E', 'P', 'S', 'I', 'L', 'O', 'N', '.', 'V']]
[['R', '.', 'U', 'C', 'K', '.', 'C', 'P', 'S'], ['U', 'L', 'N', 'A', '.', 'P', 'E', 'S', 'I'], ['N', 'U', 'T', 'R', 'I', 'R', 'S', 'I', '.'], ['A', 'D', 'A', 'R', '.', 'O', '.', 'C', 'N'], ['.', 'O', '.', 'I', 'A', 'M', '.', 'H', '.'], ['I', 'V', '.', 'E', '.', 'O', 'D', 'I', 'N'], ['.', 'I', 'E', 'R', 'A', 'T', 'I', 'C', 'A'], ['A', 'C', 'N', 'E', '.', 'E', 'G', 'A', 'N'], ['I', 'O', 'D', '.', 'E', 'R', 'A', '.', 'O']]
[['.', '.', 'C', 'O', 'R', 'R', 'A', 'D', 'O'], ['.', '.', '.', 'N', 'E', 'O', 'C', 'O', 'N'], ['S', '.', 'L', 'I', 'N', 'C', 'I', '.', 'C'], ['A', 'R', 'I', 'O', '.', 'K', '.', 'J', 'I'], ['N', '.', 'T', 'M', 'E', 'S', 'I', '.', 'A'], ['J', 'J', '.', 'A', '.', 'T', 'E', 'L', 'L'], ['O', '.', 'A', 'N', 'N', 'A', 'M', '.', 'E'], ['S', 'E', 'N', 'I', 'O', 'R', '.', '.', '.'], ['E', 'S', 'P', 'A', 'N', 'S', 'I', '.', '.']]
[['.', 'A', 'C', 'R', 'I', 'T', 'I', 'C', 'O'], ['A', 'N', 'T', 'I', 'R', 'A', 'D', 'A', 'R'], ['.', 'A', 'R', 'B', 'I', 'T', 'E', 'R', '.'], ['F', 'L', '.', '.', '.', 'T', '.', 'N', 'V'], ['.', 'O', 'M', 'I', 'N', 'I', 'D', 'I', '.'], ['H', 'G', '.', 'L', '.', '.', '.', 'V', 'Y'], ['.', 'I', 'T', 'A', 'L', 'I', 'C', 'O', '.'], ['S', 'C', 'A', 'R', 'I', 'C', 'A', 'R', 'E'], ['M', 'O', 'N', 'E', 'T', 'I', 'N', 'A', '.']]
[['P', '.', 'S', 'T', 'I', 'L', 'E', '.', 'N'], ['I', 'I', '.', 'E', 'N', 'E', 'I', 'D', 'E'], ['A', 'C', 'N', 'E', 'I', 'C', 'A', '.', 'R'], ['F', 'O', 'A', '.', 'A', 'C', '.', 'D', 'D'], ['.', 'N', 'T', 'C', '.', 'I', 'R', 'A', '.'], ['V', 'E', '.', 'A', 'S', '.', 'O', 'N', 'A'], ['I', '.', 'C', 'U', 'S', 'T', 'O', 'D', 'I'], ['T', 'E', 'A', 'T', 'R', 'O', '.', 'Y', 'I'], ['E', '.', 'T', 'I', 'A', 'S', 'O', '.', 'A']]
[['O', 'D', 'O', 'R', '.', 'E', 'L', 'Y', '.'], ['N', 'Y', '.', 'G', '.', 'T', 'A', '.', '.'], ['G', 'N', 'C', '.', 'S', 'E', 'R', 'I', 'E'], ['.', 'A', 'A', 'L', 'E', 'S', 'U', 'N', 'D'], ['A', 'S', 'T', 'E', 'R', 'I', 'S', 'C', 'O'], ['S', 'T', 'U', 'D', 'I', 'O', 'S', 'A', '.'], ['T', 'Y', 'L', 'E', 'R', '.', 'A', 'U', 'G'], ['.', '.', 'L', 'R', '.', 'A', '.', 'T', 'C'], ['.', 'Z', 'O', 'E', '.', 'I', 'M', 'A', 'C']]
[['L', '.', 'M', 'X', '.', 'F', 'N', '.', 'S'], ['A', 'L', 'T', 'E', 'R', 'I', '.', 'I', 'M'], ['.', 'P', '.', 'N', 'I', 'L', 'O', 'T', 'A'], ['S', '.', 'L', 'O', 'D', 'O', 'L', 'A', 'I'], ['P', 'O', 'U', 'F', '.', 'T', 'E', 'L', 'L'], ['I', 'N', 'D', 'O', 'T', 'T', 'O', '.', 'A'], ['G', 'I', 'O', 'B', 'B', 'E', '.', 'N', '.'], ['H', 'A', '.', 'I', 'T', 'T', 'I', 'C', 'I'], ['E', '.', 'S', 'A', '.', 'E', 'V', '.', 'X']]
[['.', 'S', 'U', 'F', 'F', 'R', 'A', 'G', 'I'], ['G', '.', '.', 'S', 'A', 'E', '.', 'U', '.'], ['I', 'I', 'B', '.', 'A', 'M', 'M', 'A', 'N'], ['B', 'B', '.', 'E', '.', 'O', 'C', 'R', 'E'], ['B', 'E', 'R', 'N', 'S', 'T', 'E', 'I', 'N'], ['O', 'R', 'E', 'N', '.', 'O', '.', 'R', 'F'], ['N', 'I', 'V', 'E', 'N', '.', 'D', 'E', 'R'], ['.', 'C', '.', 'S', 'O', 'N', '.', '.', 'O'], ['S', 'I', 'N', 'I', 'S', 'T', 'R', 'O', '.']]
[['E', 'W', 'A', 'N', '.', 'N', '.', 'H', 'F'], ['D', 'E', 'R', '.', 'A', 'O', 'N', 'I', 'E'], ['U', '.', 'M', 'E', 'R', 'V', '.', 'T', 'N'], ['C', 'C', 'E', '.', 'G', 'A', 'S', '.', 'D'], ['A', 'I', 'N', 'U', '.', 'K', 'E', 'P', 'I'], ['T', '.', 'E', 'N', 'C', '.', 'R', 'O', 'T'], ['O', 'S', '.', 'I', 'E', 'R', 'I', '.', 'U'], ['R', 'A', 'I', 'O', 'N', '.', 'C', 'T', 'R'], ['E', 'S', '.', 'N', '.', 'D', 'A', 'R', 'E']]
[['S', 'T', 'R', 'A', 'S', 'S', '.', 'H', 'M'], ['.', 'M', 'I', '.', 'F', 'I', 'C', 'U', 'S'], ['C', 'E', 'R', 'V', 'A', 'N', 'T', 'E', 'S'], ['F', 'S', '.', 'O', 'X', 'E', 'R', '.', '.'], ['L', 'I', 'E', '.', '.', '.', 'L', 'O', 'D'], ['.', '.', 'N', 'I', 'L', 'S', '.', 'P', 'E'], ['T', 'R', 'A', 'F', 'A', 'L', 'G', 'A', 'R'], ['M', 'I', 'L', 'N', 'E', '.', 'E', 'L', '.'], ['C', 'N', '.', 'I', 'S', 'M', 'A', 'I', 'L']]
[['S', 'Y', 'N', 'D', 'I', 'C', 'A', 'T', 'E'], ['Q', 'U', 'I', 'E', 'T', 'I', '.', '.', 'T'], ['.', '.', 'A', 'P', 'T', '.', 'S', '.', 'O'], ['R', 'E', 'C', '.', 'E', 'T', 'H', 'E', 'L'], ['A', '.', 'I', 'V', 'R', 'E', 'A', '.', 'I'], ['P', 'E', 'N', 'S', 'I', '.', 'M', 'E', 'A'], ['I', '.', 'A', '.', 'Z', 'I', 'P', '.', '.'], ['T', '.', '.', 'T', 'I', 'T', 'O', 'L', 'O'], ['A', 'D', 'O', 'R', 'A', 'T', 'O', 'R', 'I']]
